a - Roger Wilco and The Time Rippers	a —— 羅傑·威爾科與時空穿越者
c - The Pirates of Pestulon	c —— 佩斯圖倫的海盜
d - Vohaul's Revenge f	d —— 沃霍爾的復仇 f
e - Latex Babes of Estros	e —— 艾斯楚斯的乳膠美女
 1991, 1992 Sierra On-Line, Inc.	 1991, 1992 Sierra On-Line, Inc.
"AAAIIIIHHHH!!! It's a sea slug! Run, girls!"	「啊啊啊啊啊！！！是海蛞蝓！快跑，姊妹們！」
"AH! CRIPES! I hate it when that happens!"	「啊！可惡！我最討厭發生這種事了！」
"AH! CRIPES!"	「啊！可惡！」
"Activate the door."	「啟動艙門。」
"After leaving me the way you did, you male Scum!"	「你用那種方式甩了我，你這個爛男人！」
"Ah, I see you've made a selection from our box of slop..er, bargain bin."	「啊，看來你從我們的破爛箱……呃，特價回收桶裡挑了一件。」
"All screens went blank, then these words were displayed by the monitors and uttered by the vocal outputs - "WILCO MUST PAY!"	「所有螢幕瞬間一片空白，接著螢幕上顯示出這幾個字，語音輸出也跟著唸出來——「威爾科必須付出代價！」
"And honey, if your 'special someone' needs a wig, this one should look pretty good on you."	「還有啊甜心，如果你那位『特別的人』需要假髮，這頂應該挺適合你的。」
"Anyway, to relieve the pain of my humiliation, and to prevent you from being a pain in my... future, YOU MUST DIE. My charges will take care of the messy details. It's been nice seeing you one last time. Men, do the dirty deed!"	總之，為了撫平我屈辱的傷痛，也為了不讓你繼續當我……未來的眼中釘，你非死不可。骯髒的細節，就交給我的手下處理。很高興最後再見你一面。弟兄們，動手吧！」
"Appreciate it, hon."	「謝啦，甜心。」
"Are we right or are we right?"	「我們說得對不對？」
"Are you Roger Wilco?"	「你是羅傑·威爾科嗎？」
"Are you in need of an auditory exam or what? Pay up, pal!"	「你是耳朵有問題還怎樣？付錢啦，朋友！」
"Are you sure you got the right store, hon?"	「你確定沒走錯店，甜心？」
"Are you sure you want to restart?"	「你確定要重新開始嗎？」
"As of this recording, we are down to only a handful of rebels. My health is deteriorating rapidly. To make matters worse, I've just learned that the computer has unraveled the mysteries of time travel.	「錄下這段話的當下，我們只剩下寥寥幾名反抗軍了。我的健康正急速惡化。更糟的是，我剛得知那台電腦已經破解了時空旅行的奧秘。
"Beat it, jerk!!"	「滾開，白痴！！」
"Comfy, Mr. Wilco?"	「威爾科先生，坐得舒服嗎？」
"Cut the chit chat and hand over the cash."	「少廢話，把錢交出來。」
"Dad?"	「爸？」
"Data Entry 22795: This message is to whomever may be so fortunate as to find it. I am Professor Lloyd, lead designer of the Xenon Super Computer Project, the ultimate in artificial intelligence.	「資料紀錄22795號：這則訊息是留給有幸發現它的人。我是洛伊德教授，氙星超級電腦計畫的主設計師，那是人工智慧的極致之作。
"Didn't find anything you liked, eh?"	「沒找到喜歡的東西嗎？」
"ENT"? Must be a secret code. Perhaps it means "SELF DESTRUCT" or maybe "CHANGE RETURN"?	「ENT」？一定是什麼秘密代碼。搞不好是「自毀」的意思，或者只是「找零」而已？
"Excuse me, ma'am! Would you like to pay for that?"	「不好意思，小姐！您要不要付一下錢？」
"Excuse me, sir! Would you like to pay for that?"	「不好意思，先生！您要不要付一下錢？」
"Flight of the Pullet."	「小母雞的飛行。」
"GEEEZ!!"	「天哪啊啊！！」
"Gee, thanks, what a swell boss!"	「嘖，謝了，真是個好心的老闆啊！」
"Gee, thanks."	「嘖，謝了。」
"Ghraa... slooh... uuhrp."	「嘎啦……斯嚕……嗚呃。」
"HALT."	「停止。」
"Heh heh. Thank You."	「嘿嘿，謝謝惠顧。」
"Hello, Roger Wilco. Surprised to see an old friend? You have no idea how special this moment is for me. This is no chance encounter, I can assure you."	「你好啊，羅傑·威爾科。看到老朋友很意外吧？你根本不知道這一刻對我來說有多特別。跟你保證，這絕非巧合的相遇。」
"Help! A giant branch has penetrated my vital organs and I can't get up!"	「救命啊！一根巨大的樹枝插進我的要害器官，我站不起來了！」
"Hey! Aren't you the guy who broke my slot machine? You owe me some money!"	「喂！你不就是那個弄壞我吃角子老虎機的傢伙嗎？你欠我錢！」
"Hey! I wanna know what the..."	「喂！我還想知道到底怎麼回……」
"Hey! What are you doing?"	「嘿！你在幹嘛？」
"Hey, fellas! I bet I can toss him all the way out from the bottom of the stairs. Bet ya an ale."	「喂，兄弟們！我賭我可以把他從樓梯口一路扔出去。跟你賭一杯麥酒。」
